,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.4404653220786853
1,0.0,0.0,0.0,0.0,0.0,0.5666047555002357
2,0.0038205845713802917,0.0,0.0,0.0,0.0,0.39864642652118526
3,0.0,0.0,0.0,0.0,0.0,0.3817397526289729
4,0.0,0.0,0.0,0.0,0.0,0.48551711916576934
5,0.012929045895762065,0.013788918430121023,0.007763137333454237,0.03344873220010709,0.0,0.33452181849602486
6,0.0,0.0,0.020673865461719697,0.0,0.006044862831330428,0.35906103776311243
7,0.0,0.0,0.0,0.0,0.0,0.49097670261050314
8,0.015427415551281428,0.014281718364336064,0.003766287483773843,0.02371118166010345,0.02626198931427635,0.4807743181772022
9,0.011173829757904123,0.031367681605419945,0.030948048589614127,0.06570003445923052,0.019667739034662,0.33828864794249486
10,0.0,0.0,0.5307101119243957,0.0,0.02836793470798891,0.0
11,0.0,0.0,0.35650304189908455,0.0,0.0,0.0
12,0.012012725486257314,0.0065003375601440224,0.31223976926305175,0.06097708182811261,0.011386131793104104,0.01926021023625839
13,0.003934856149177642,0.006244322343097823,0.34236724092220866,0.011076893357076453,0.0,0.0
14,0.004638213983789642,0.0,0.4349074144497141,0.0,0.03842749235220704,0.0030813313962713734
15,0.0,0.0,0.48328060851499577,0.0,0.0,0.0
16,0.005650165940335717,0.018353246443264706,0.3765263835344952,0.03254609346705304,0.0,0.011333443763247292
17,0.0,0.0,0.48090531976257894,0.0,0.0,0.0
18,0.0,0.009018492740773489,0.550998243708519,0.0,0.0,0.0
19,0.0,0.0,0.46596143441212623,0.0,0.0,0.0
20,0.0,0.01140789341627869,0.020865199835916913,0.5177673271987502,0.05814084345352828,0.01378538045062946
21,0.0,0.0,0.0,0.5104752726721271,0.0,0.0
22,0.0,0.005600947602308731,0.0,0.42237985381375764,0.0,0.0
23,0.0,0.0,0.0,0.43675125265690345,0.0,0.0
24,0.0,0.0,0.0,0.49809203614892,0.0,0.0
25,0.09883940181018487,0.08600294544055175,0.0039102885590570164,0.3810175317340032,0.0004392399423014047,0.0052215148121518085
26,0.0,0.0,0.0,0.5721698884509836,0.0,0.007135419846343541
27,0.01314687151650317,0.010485158076233281,0.0,0.4689060486045552,0.0,0.011630997128980577
28,0.0038454868844796787,0.0,0.0,0.5757105566045846,0.0,0.0
29,0.0022524416389246055,0.0013873401695685523,0.0,0.5279457779288028,0.012026467070093284,0.01494838953422089
30,0.0,0.40754103833474564,0.0018571141859079154,0.0,0.0029661049668579255,0.0004523423054317886
31,0.0015342122692037887,0.6081623804517653,0.0005222693281304412,0.006248535412843352,0.0011844473347220558,0.00044007495536626786
32,0.005388193660583197,0.26501241033243395,0.0005385018253337861,0.0186925929291749,0.006386511892148219,0.002901048722165263
33,0.0,0.6449046024759048,0.0,0.0,0.0,0.0
34,0.0,0.6088963048952443,0.0,0.0,0.0,0.0
35,0.0,0.3436792308350905,0.0,0.0,0.003977948294432631,0.0
36,0.006105088494898738,0.31530729527911794,0.015487729517922082,0.0,0.005062445630429159,0.004743354499446937
37,0.00647373327587779,0.21332481760274624,0.009494791742539555,0.04569812068843487,0.0171914481470338,0.009520636204065434
38,0.007991472340747825,0.4675869740943154,0.0,0.02434254133926539,0.0,0.0
39,0.0,0.6428088498214264,0.0,0.002358554127843654,0.0,0.0
40,0.0,0.0,0.0,0.0,0.4770801132029941,0.0
41,0.0,0.0,0.0,0.0,0.49425321240791703,0.0
42,0.0,0.00029906378727981135,0.002144848130326977,0.0,0.38177631767039166,0.005837804790646694
43,0.0,0.0,0.0,0.005646927714468576,0.5422381699147375,0.0
44,0.0017805965385384243,0.0007843999456315049,0.014162553763591717,0.0004598135010162222,0.42429984825752287,0.0
45,0.0,0.0,0.0,0.0,0.5113888208556769,0.0
46,0.0,0.0,0.003283810756315492,0.0,0.37288454310533314,0.0
47,0.0,0.00026207973471852357,0.03610982949730709,0.00023233606876859608,0.23050933173441837,0.0
48,0.011251769941793074,0.0021232385014216637,0.016096984073158162,0.01024848659619678,0.3254595912335113,0.03758805960465891
49,0.0,0.0,0.0,0.0,0.418955707432777,0.0003576986887492098
50,0.30837346001395904,0.0,0.0,0.0,0.0,0.0
51,0.36818157647323635,0.0,0.0,0.0,0.0,0.0
52,0.39795320637872167,0.028169816668793247,0.0036700593736012656,0.01700668022459409,0.0019596666837876577,0.021164450092553636
53,0.375802488263942,0.002075170790429218,0.0,0.03721543734503066,0.0,0.005859278939150471
54,0.4380373944301523,0.0,0.0,0.0,0.0,0.0
55,0.4578906257323124,0.0,0.0,0.0,0.0,0.0
56,0.2754830064194709,0.0044694893574931845,0.0,0.05296554840871586,0.0,0.019099768226549997
57,0.4452032674032467,0.0,0.0,0.0,0.005486958127771297,0.0
58,0.2927465332876546,0.013366247528947134,0.011426149783624903,0.010520002972259773,0.1876953685209925,0.009239652229431631
59,0.3782744251640711,0.014396775175287398,0.0,0.09852394938563482,0.013589966587864554,0.0
